file_path,relative_path,suffix,size_bytes,keyword_score,filename_keyword_hits,content_keyword_hits_sample
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A010_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A010_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A010_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A010_V01\strategy_metadata.json,.json,4283,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A011_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A011_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A011_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A011_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A011_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A011_V01\strategy_metadata.json,.json,4270,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A012_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A012_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A012_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A012_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A012_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A012_V01\strategy_metadata.json,.json,4280,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A013_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A013_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A013_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A013_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A013_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A013_V01\strategy_metadata.json,.json,4262,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A014_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A014_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A014_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A014_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A014_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A014_V01\strategy_metadata.json,.json,4273,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A015_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A015_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A015_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A015_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A015_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A015_V01\strategy_metadata.json,.json,4272,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A016_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A016_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A016_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A016_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A016_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A016_V01\strategy_metadata.json,.json,4284,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A017_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A017_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A017_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A017_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A017_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A017_V01\strategy_metadata.json,.json,4284,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A018_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A018_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A018_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A018_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A018_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A018_V01\strategy_metadata.json,.json,4278,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A019_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A019_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A019_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A019_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A019_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A019_V01\strategy_metadata.json,.json,4284,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A020_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A020_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A020_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A020_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A020_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A020_V01\strategy_metadata.json,.json,4259,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A021_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A021_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A021_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A021_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A021_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A021_V01\strategy_metadata.json,.json,4258,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A022_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A022_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A022_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A022_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A022_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A022_V01\strategy_metadata.json,.json,4249,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A023_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A023_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A023_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A023_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A023_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A023_V01\strategy_metadata.json,.json,4250,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A024_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A024_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A024_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A024_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A024_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A024_V01\strategy_metadata.json,.json,4309,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A025_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A025_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A025_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A025_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A025_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A025_V01\strategy_metadata.json,.json,4250,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A026_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A026_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A026_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A026_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A026_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A026_V01\strategy_metadata.json,.json,4273,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A027_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A027_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A027_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A027_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A027_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A027_V01\strategy_metadata.json,.json,4263,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A028_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A028_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A028_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A028_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A028_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A028_V01\strategy_metadata.json,.json,4263,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A029_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A029_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A029_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A029_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A029_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A029_V01\strategy_metadata.json,.json,4274,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A030_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A030_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A030_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A030_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A030_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A030_V01\strategy_metadata.json,.json,4305,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A031_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A031_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A031_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A031_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A031_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A031_V01\strategy_metadata.json,.json,4306,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A032_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A032_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A032_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A032_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A032_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A032_V01\strategy_metadata.json,.json,4314,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A033_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A033_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A033_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A033_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A033_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A033_V01\strategy_metadata.json,.json,4316,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A034_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A034_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A034_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A034_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A034_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A034_V01\strategy_metadata.json,.json,4316,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A035_V01\boundary_inp_summary.csv,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A035_V01\boundary_inp_summary.csv,.csv,186,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A035_V01\boundary_inp_summary.md,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A035_V01\boundary_inp_summary.md,.md,276,3,32track;teacher;rl,
D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A035_V01\strategy_metadata.json,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_overnight_teacher_volume80_v01\RLV2O_A035_V01\strategy_metadata.json,.json,4312,3,32track;teacher;rl,
