record_type,source_file,column_name,row_count,native_non_null_count,n32_non_null_count,native_min,native_median,native_max,n32_min,n32_median,n32_max,inferred_unit_or_semantic_scale,compatibility_class,surface_semantic,mises_semantic,includes_n32_or_full32,relevant_columns,usable_for_native_scale_conversion,recommendation_reason
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_combined392_within_n,884,392,0,1,62.5,160,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_combined392_rank,884,392,0,0,0.5,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_cost_minmax_combined392_within_n,884,392,0,0,0.15631577438132649,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_combined392_within_n,884,392,0,1,62.25,160,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_combined392_rank,884,392,0,0,0.5,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_cost_minmax_combined392_within_n,884,392,0,0,0.60891265597147948,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined392_penalty_repair,884,392,0,0.070714285714285702,0.50526729559748429,0.85534591194968546,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,penalty_repair_rank_combined392_within_n,884,392,0,1,62.5,160,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,N40_penalty_repair_prediction,884,40,0,0.070176374077112302,0.71271573365958329,0.80928462091759712,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,N40_two_stage_penalty_repair_prediction,884,40,0,0.0249917965545529,0.71303394536241038,0.81013169086088643,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,calibrated_penalty_repair,884,40,0,,,,,,,metadata_or_derived,unknown,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,keyword match but not a physical stress column
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_combined432_within_n,884,432,0,1,72.5,184,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_combined432_rank,884,432,0,0,0.5,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_cost_minmax_combined432_within_n,884,432,0,0,0.15037113497372265,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_combined432_within_n,884,432,0,1,72.5,184,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_combined432_rank,884,432,0,0,0.50546448087431695,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_cost_minmax_combined432_within_n,884,432,0,0,0.61176470588235299,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined432_penalty_repair,884,432,0,0.070714285714285702,0.5089285714285714,0.85259562841530045,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,penalty_repair_reward_rank_combined432_within_n,884,432,0,1,72.5,184,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_combined480_within_n,884,480,0,1,72.5,200,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_combined480_rank,884,480,0,0,0.5,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_cost_minmax_combined480_within_n,884,480,0,0,0.13834771886559799,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_combined480_within_n,884,480,0,1,77,200,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_combined480_rank,884,480,0,0,0.50819672131147542,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_cost_minmax_combined480_within_n,884,480,0,0,0.63529411764705879,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined480_penalty_repair,884,480,0,0.071859296482412099,0.50832337919103709,0.91329787234042559,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,penalty_repair_reward_rank_combined480_within_n,884,480,0,1,72.5,200,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_combined520_within_n,884,520,0,1,66.5,204,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_combined520_rank,884,520,0,0,0.5,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_cost_minmax_combined520_within_n,884,520,0,0,0.12904310439863301,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_combined520_within_n,884,520,0,1,63,204,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_combined520_rank,884,520,0,0,0.48412698412698407,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_cost_minmax_combined520_within_n,884,520,0,0,0.6067415730337079,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined520_penalty_repair,884,520,0,0.072660098522167496,0.50813104238560625,0.88293650793650813,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,penalty_repair_reward_rank_combined520_within_n,884,520,0,1,66.5,204,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_combined552_within_n,884,552,0,1,69.5,206,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_combined552_rank,884,552,0,0,0.5,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_cost_minmax_combined552_within_n,884,552,0,0,0.12324252769304914,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_combined552_within_n,884,552,0,1,71.5,206,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_combined552_rank,884,552,0,0,0.50264550264550267,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_cost_minmax_combined552_within_n,884,552,0,0,0.61235955056179781,1,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined552_penalty_repair,884,552,0,0.071951219512195158,0.51249999999999996,0.87609756097560976,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,penalty_repair_reward_rank_combined552_within_n,884,552,0,1,69.5,206,,,,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_metric_source,884,0,332,,,,,,,metadata_or_derived,semantic_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,describes legacy mapping rather than a stress value
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_metric_semantics,884,0,332,,,,,,,metadata_or_derived,semantic_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,describes legacy mapping rather than a stress value
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,compatibility_status,884,0,332,,,,,,,metadata_or_derived,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_source_missing,884,0,332,,,,,,,metadata_or_derived,unknown_or_derived,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,requires source definition; not sufficient for conversion by name alone
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_fill_policy,884,0,332,,,,,,,metadata_or_derived,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_fill_value,884,0,40,,,,1.933567361933568,1.933567361933568,1.933567361933568,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_within_n32,884,0,332,,,,1,166.5,332,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_n32_rank,884,0,332,,,,0,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_within_n32,884,0,332,,,,1,166.5,312.5,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_n32_rank,884,0,332,,,,0.058912386706948601,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_n32_strict_u2_surfaceT,884,0,332,,,,0.0018126888217521999,0.53353474320241689,0.98731117824773418,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_combined392_plus_N32_within_n,884,0,332,,,,1,166.5,332,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_combined392_plus_N32_rank,884,0,332,,,,0,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_cost_minmax_combined392_plus_N32_within_n,884,0,332,,,,0,0.11261298570394371,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_combined392_plus_N32_within_n,884,0,332,,,,1,166.5,312.5,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_combined392_plus_N32_rank,884,0,332,,,,0.058912386706948601,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_cost_minmax_combined392_plus_N32_within_n,884,0,332,,,,0,0.01104601308322505,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined392_plus_N32_strict_u2_surfaceT,884,0,332,,,,0.0018126888217521999,0.53353474320241689,0.98731117824773418,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined392_plus_N32_penalty_repair,884,0,332,,,,0.020845921450151,0.53345921450151057,0.85498489425981883,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_combined432_plus_N32_within_n,884,0,332,,,,1,166.5,332,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_combined432_plus_N32_rank,884,0,332,,,,0,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_cost_minmax_combined432_plus_N32_within_n,884,0,332,,,,0,0.11261298570394371,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_combined432_plus_N32_within_n,884,0,332,,,,1,166.5,312.5,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_combined432_plus_N32_rank,884,0,332,,,,0.058912386706948601,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_cost_minmax_combined432_plus_N32_within_n,884,0,332,,,,0,0.01104601308320825,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined432_plus_N32_penalty_repair,884,0,332,,,,0.020845921450151,0.53345921450151057,0.85498489425981883,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,penalty_repair_reward_rank_combined432_plus_N32_within_n,884,0,332,,,,1,166.5,332,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
