row,n,strategy_name,case_dir,scan_order_json,expected_cae,expected_inp,expected_jnl,status,errors,warnings
30,16,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A15_graph_pointer_policy_balanced_dispersion_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A15_graph_pointer_policy_balanced_dispersion_proxy\scan_order_N16_A15_graph_pointer_policy_balanced_dispersion_proxy.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N16_N16_A15_graph_pointer_policy_balanced_dispersion_proxy.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N16_N16_A15_graph_pointer_policy_balanced_dispersion_proxy.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N16\N16_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N16_N16_A15_graph_pointer_policy_balanced_dispersion_proxy.jnl,OK,,
31,24,N24_A01_raster_left_to_right,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A01_raster_left_to_right,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A01_raster_left_to_right\scan_order_N24_A01_raster_left_to_right.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A01_raster_left_to_right\J2D_N24_N24_A01_raster_left_to_right.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A01_raster_left_to_right\J2D_N24_N24_A01_raster_left_to_right.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A01_raster_left_to_right\J2D_N24_N24_A01_raster_left_to_right.jnl,OK,,
32,24,N24_A02_odd_even_interlaced,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A02_odd_even_interlaced,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A02_odd_even_interlaced\scan_order_N24_A02_odd_even_interlaced.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A02_odd_even_interlaced\J2D_N24_N24_A02_odd_even_interlaced.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A02_odd_even_interlaced\J2D_N24_N24_A02_odd_even_interlaced.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A02_odd_even_interlaced\J2D_N24_N24_A02_odd_even_interlaced.jnl,OK,,
33,24,N24_A03_greedy_maximin_distance,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A03_greedy_maximin_distance,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A03_greedy_maximin_distance\scan_order_N24_A03_greedy_maximin_distance.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A03_greedy_maximin_distance\J2D_N24_N24_A03_greedy_maximin_distance.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A03_greedy_maximin_distance\J2D_N24_N24_A03_greedy_maximin_distance.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A03_greedy_maximin_distance\J2D_N24_N24_A03_greedy_maximin_distance.jnl,OK,,
34,24,N24_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A04_method_c_u2_first_engineering\scan_order_N24_A04_method_c_u2_first_engineering.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A04_method_c_u2_first_engineering\J2D_N24_N24_A04_method_c_u2_first_engineering.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A04_method_c_u2_first_engineering\J2D_N24_N24_A04_method_c_u2_first_engineering.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A04_method_c_u2_first_engineering\J2D_N24_N24_A04_method_c_u2_first_engineering.jnl,OK,,
35,24,N24_A05_center_out,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A05_center_out,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A05_center_out\scan_order_N24_A05_center_out.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A05_center_out\J2D_N24_N24_A05_center_out.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A05_center_out\J2D_N24_N24_A05_center_out.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A05_center_out\J2D_N24_N24_A05_center_out.jnl,OK,,
36,24,N24_A06_edge_in_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A06_edge_in_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A06_edge_in_alternating\scan_order_N24_A06_edge_in_alternating.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A06_edge_in_alternating\J2D_N24_N24_A06_edge_in_alternating.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A06_edge_in_alternating\J2D_N24_N24_A06_edge_in_alternating.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A06_edge_in_alternating\J2D_N24_N24_A06_edge_in_alternating.jnl,OK,,
37,24,N24_A07_regular_jump_coprime,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A07_regular_jump_coprime,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A07_regular_jump_coprime\scan_order_N24_A07_regular_jump_coprime.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A07_regular_jump_coprime\J2D_N24_N24_A07_regular_jump_coprime.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A07_regular_jump_coprime\J2D_N24_N24_A07_regular_jump_coprime.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A07_regular_jump_coprime\J2D_N24_N24_A07_regular_jump_coprime.jnl,OK,,
38,24,N24_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A08_block_interleaved_quarters\scan_order_N24_A08_block_interleaved_quarters.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A08_block_interleaved_quarters\J2D_N24_N24_A08_block_interleaved_quarters.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A08_block_interleaved_quarters\J2D_N24_N24_A08_block_interleaved_quarters.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A08_block_interleaved_quarters\J2D_N24_N24_A08_block_interleaved_quarters.jnl,OK,,
39,24,N24_A09_center_edge_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A09_center_edge_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A09_center_edge_alternating\scan_order_N24_A09_center_edge_alternating.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A09_center_edge_alternating\J2D_N24_N24_A09_center_edge_alternating.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A09_center_edge_alternating\J2D_N24_N24_A09_center_edge_alternating.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A09_center_edge_alternating\J2D_N24_N24_A09_center_edge_alternating.jnl,OK,,
40,24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A10_graph_pointer_policy_zero_shot_or_proxy_best\scan_order_N24_A10_graph_pointer_policy_zero_shot_or_proxy_best.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N24_N24_A10_graph_pointer_policy_zero_shot_or_proxy_best.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N24_N24_A10_graph_pointer_policy_zero_shot_or_proxy_best.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N24_N24_A10_graph_pointer_policy_zero_shot_or_proxy_best.jnl,OK,,
41,24,N24_A11_graph_pointer_policy_diverse_01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A11_graph_pointer_policy_diverse_01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A11_graph_pointer_policy_diverse_01\scan_order_N24_A11_graph_pointer_policy_diverse_01.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A11_graph_pointer_policy_diverse_01\J2D_N24_N24_A11_graph_pointer_policy_diverse_01.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A11_graph_pointer_policy_diverse_01\J2D_N24_N24_A11_graph_pointer_policy_diverse_01.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A11_graph_pointer_policy_diverse_01\J2D_N24_N24_A11_graph_pointer_policy_diverse_01.jnl,OK,,
42,24,N24_A12_graph_pointer_policy_diverse_02,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A12_graph_pointer_policy_diverse_02,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A12_graph_pointer_policy_diverse_02\scan_order_N24_A12_graph_pointer_policy_diverse_02.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A12_graph_pointer_policy_diverse_02\J2D_N24_N24_A12_graph_pointer_policy_diverse_02.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A12_graph_pointer_policy_diverse_02\J2D_N24_N24_A12_graph_pointer_policy_diverse_02.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A12_graph_pointer_policy_diverse_02\J2D_N24_N24_A12_graph_pointer_policy_diverse_02.jnl,OK,,
43,24,N24_A13_graph_pointer_policy_anti_odd_even_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A13_graph_pointer_policy_anti_odd_even_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A13_graph_pointer_policy_anti_odd_even_novelty\scan_order_N24_A13_graph_pointer_policy_anti_odd_even_novelty.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N24_N24_A13_graph_pointer_policy_anti_odd_even_novelty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N24_N24_A13_graph_pointer_policy_anti_odd_even_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N24_N24_A13_graph_pointer_policy_anti_odd_even_novelty.jnl,OK,,
44,24,N24_A14_graph_pointer_policy_u2first_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A14_graph_pointer_policy_u2first_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A14_graph_pointer_policy_u2first_proxy\scan_order_N24_A14_graph_pointer_policy_u2first_proxy.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A14_graph_pointer_policy_u2first_proxy\J2D_N24_N24_A14_graph_pointer_policy_u2first_proxy.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A14_graph_pointer_policy_u2first_proxy\J2D_N24_N24_A14_graph_pointer_policy_u2first_proxy.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A14_graph_pointer_policy_u2first_proxy\J2D_N24_N24_A14_graph_pointer_policy_u2first_proxy.jnl,OK,,
45,24,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A15_graph_pointer_policy_balanced_dispersion_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A15_graph_pointer_policy_balanced_dispersion_proxy\scan_order_N24_A15_graph_pointer_policy_balanced_dispersion_proxy.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N24_N24_A15_graph_pointer_policy_balanced_dispersion_proxy.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N24_N24_A15_graph_pointer_policy_balanced_dispersion_proxy.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N24\N24_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N24_N24_A15_graph_pointer_policy_balanced_dispersion_proxy.jnl,OK,,
46,40,N40_A01_raster_left_to_right,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A01_raster_left_to_right,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A01_raster_left_to_right\scan_order_N40_A01_raster_left_to_right.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A01_raster_left_to_right\J2D_N40_N40_A01_raster_left_to_right.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A01_raster_left_to_right\J2D_N40_N40_A01_raster_left_to_right.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A01_raster_left_to_right\J2D_N40_N40_A01_raster_left_to_right.jnl,OK,,
47,40,N40_A02_odd_even_interlaced,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A02_odd_even_interlaced,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A02_odd_even_interlaced\scan_order_N40_A02_odd_even_interlaced.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A02_odd_even_interlaced\J2D_N40_N40_A02_odd_even_interlaced.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A02_odd_even_interlaced\J2D_N40_N40_A02_odd_even_interlaced.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A02_odd_even_interlaced\J2D_N40_N40_A02_odd_even_interlaced.jnl,OK,,
48,40,N40_A03_greedy_maximin_distance,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\scan_order_N40_A03_greedy_maximin_distance.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.jnl,OK,,
49,40,N40_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\scan_order_N40_A04_method_c_u2_first_engineering.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.jnl,OK,,
50,40,N40_A05_center_out,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\scan_order_N40_A05_center_out.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.jnl,OK,,
51,40,N40_A06_edge_in_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\scan_order_N40_A06_edge_in_alternating.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.jnl,OK,,
52,40,N40_A07_regular_jump_coprime,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\scan_order_N40_A07_regular_jump_coprime.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.jnl,OK,,
53,40,N40_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\scan_order_N40_A08_block_interleaved_quarters.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.jnl,OK,,
54,40,N40_A09_center_edge_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\scan_order_N40_A09_center_edge_alternating.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.jnl,OK,,
55,40,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\scan_order_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.jnl,OK,,
56,40,N40_A11_graph_pointer_policy_diverse_01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\scan_order_N40_A11_graph_pointer_policy_diverse_01.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.jnl,OK,,
57,40,N40_A12_graph_pointer_policy_diverse_02,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\scan_order_N40_A12_graph_pointer_policy_diverse_02.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.jnl,OK,,
58,40,N40_A13_graph_pointer_policy_anti_odd_even_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\scan_order_N40_A13_graph_pointer_policy_anti_odd_even_novelty.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.jnl,OK,,
