n,handoff_strategy_name,expected_case_dir,expected_job_name,scan_order_json,expected_cae,expected_inp,expected_jnl,expected_odb,teacher_validated,generation_status,solver_status,notes
40,S3R34N32INF_N40_B01_graph_pointer,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B01_graph_pointer,J2D_S3R34N32INF_N40_B01_graph_pointer,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B01_graph_pointer.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B01_graph_pointer\J2D_S3R34N32INF_N40_B01_graph_pointer.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B01_graph_pointer\J2D_S3R34N32INF_N40_B01_graph_pointer.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B01_graph_pointer\J2D_S3R34N32INF_N40_B01_graph_pointer.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B01_graph_pointer\J2D_S3R34N32INF_N40_B01_graph_pointer.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B02_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B02_surrogate_top,J2D_S3R34N32INF_N40_B02_surrogate_top,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B02_surrogate_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B02_surrogate_top\J2D_S3R34N32INF_N40_B02_surrogate_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B02_surrogate_top\J2D_S3R34N32INF_N40_B02_surrogate_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B02_surrogate_top\J2D_S3R34N32INF_N40_B02_surrogate_top.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B02_surrogate_top\J2D_S3R34N32INF_N40_B02_surrogate_top.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B03_hybrid_agree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B03_hybrid_agree,J2D_S3R34N32INF_N40_B03_hybrid_agree,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B03_hybrid_agree.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B03_hybrid_agree\J2D_S3R34N32INF_N40_B03_hybrid_agree.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B03_hybrid_agree\J2D_S3R34N32INF_N40_B03_hybrid_agree.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B03_hybrid_agree\J2D_S3R34N32INF_N40_B03_hybrid_agree.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B03_hybrid_agree\J2D_S3R34N32INF_N40_B03_hybrid_agree.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B04_hybrid_disagree,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B04_hybrid_disagree,J2D_S3R34N32INF_N40_B04_hybrid_disagree,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B04_hybrid_disagree.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B04_hybrid_disagree\J2D_S3R34N32INF_N40_B04_hybrid_disagree.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B04_hybrid_disagree\J2D_S3R34N32INF_N40_B04_hybrid_disagree.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B04_hybrid_disagree\J2D_S3R34N32INF_N40_B04_hybrid_disagree.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B04_hybrid_disagree\J2D_S3R34N32INF_N40_B04_hybrid_disagree.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B05_uncertainty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B05_uncertainty,J2D_S3R34N32INF_N40_B05_uncertainty,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B05_uncertainty.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B05_uncertainty\J2D_S3R34N32INF_N40_B05_uncertainty.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B05_uncertainty\J2D_S3R34N32INF_N40_B05_uncertainty.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B05_uncertainty\J2D_S3R34N32INF_N40_B05_uncertainty.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B05_uncertainty\J2D_S3R34N32INF_N40_B05_uncertainty.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B06_diversity,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B06_diversity,J2D_S3R34N32INF_N40_B06_diversity,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B06_diversity.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B06_diversity\J2D_S3R34N32INF_N40_B06_diversity.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B06_diversity\J2D_S3R34N32INF_N40_B06_diversity.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B06_diversity\J2D_S3R34N32INF_N40_B06_diversity.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B06_diversity\J2D_S3R34N32INF_N40_B06_diversity.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B07_sentinel,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B07_sentinel,J2D_S3R34N32INF_N40_B07_sentinel,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B07_sentinel.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B07_sentinel\J2D_S3R34N32INF_N40_B07_sentinel.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B07_sentinel\J2D_S3R34N32INF_N40_B07_sentinel.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B07_sentinel\J2D_S3R34N32INF_N40_B07_sentinel.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B07_sentinel\J2D_S3R34N32INF_N40_B07_sentinel.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B08_n40_best_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B08_n40_best_near,J2D_S3R34N32INF_N40_B08_n40_best_near,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B08_n40_best_near.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B08_n40_best_near\J2D_S3R34N32INF_N40_B08_n40_best_near.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B08_n40_best_near\J2D_S3R34N32INF_N40_B08_n40_best_near.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B08_n40_best_near\J2D_S3R34N32INF_N40_B08_n40_best_near.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B08_n40_best_near\J2D_S3R34N32INF_N40_B08_n40_best_near.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B09_n40_best_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B09_n40_best_near,J2D_S3R34N32INF_N40_B09_n40_best_near,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B09_n40_best_near.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B09_n40_best_near\J2D_S3R34N32INF_N40_B09_n40_best_near.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B09_n40_best_near\J2D_S3R34N32INF_N40_B09_n40_best_near.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B09_n40_best_near\J2D_S3R34N32INF_N40_B09_n40_best_near.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B09_n40_best_near\J2D_S3R34N32INF_N40_B09_n40_best_near.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B10_n40_best_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B10_n40_best_near,J2D_S3R34N32INF_N40_B10_n40_best_near,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B10_n40_best_near.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B10_n40_best_near\J2D_S3R34N32INF_N40_B10_n40_best_near.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B10_n40_best_near\J2D_S3R34N32INF_N40_B10_n40_best_near.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B10_n40_best_near\J2D_S3R34N32INF_N40_B10_n40_best_near.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B10_n40_best_near\J2D_S3R34N32INF_N40_B10_n40_best_near.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B11_n40_best_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B11_n40_best_near,J2D_S3R34N32INF_N40_B11_n40_best_near,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B11_n40_best_near.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B11_n40_best_near\J2D_S3R34N32INF_N40_B11_n40_best_near.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B11_n40_best_near\J2D_S3R34N32INF_N40_B11_n40_best_near.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B11_n40_best_near\J2D_S3R34N32INF_N40_B11_n40_best_near.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B11_n40_best_near\J2D_S3R34N32INF_N40_B11_n40_best_near.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
40,S3R34N32INF_N40_B12_n40_best_near,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B12_n40_best_near,J2D_S3R34N32INF_N40_B12_n40_best_near,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_34_run33_N32_informed_native_batch32_handoff_package\scan_orders\scan_order_S3R34N32INF_N40_B12_n40_best_near.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B12_n40_best_near\J2D_S3R34N32INF_N40_B12_n40_best_near.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B12_n40_best_near\J2D_S3R34N32INF_N40_B12_n40_best_near.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B12_n40_best_near\J2D_S3R34N32INF_N40_B12_n40_best_near.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run34_N32_informed_native_batch32_v01\N40S3R34N32INF_N40_B12_n40_best_near\J2D_S3R34N32INF_N40_B12_n40_best_near.odb,False,NOT_GENERATED,NOT_SUBMITTED,Template only. Do not run until future CAE/INP generation is approved and completed.
