step,i,j,s_new,rank_i,rank_j
825,15,6,0.348178230401,23,18
826,3,19,0.347430221174,17,25
827,19,3,0.347430221174,25,17
828,2,27,0.345176467861,16,29
829,27,2,0.345176467861,29,16
830,2,30,0.342907996205,16,30
831,30,2,0.342907996205,30,16
832,7,14,0.342148748162,19,22
833,14,7,0.342148748162,22,19
834,2,31,0.34214846532,16,31
835,31,2,0.34214846532,31,16
836,10,11,0.339093805224,20,21
837,11,10,0.339093805224,21,20
838,3,22,0.339093710094,17,26
839,22,3,0.339093710094,26,17
840,6,18,0.336784365191,18,24
841,18,6,0.336784365191,24,18
842,3,23,0.332117311246,17,27
843,23,3,0.332117311246,27,17
844,7,15,0.32896932352,19,23
845,15,7,0.32896932352,23,19
846,6,19,0.326588296963,18,25
847,19,6,0.326588296963,25,18
848,3,26,0.32658819819,17,28
849,26,3,0.32658819819,28,17
850,10,14,0.324189882823,20,22
851,14,10,0.324189882823,22,20
852,11,11,0.322581,21,21
853,3,27,0.322580800001,17,29
854,27,3,0.322580800001,29,17
855,3,30,0.320152264438,17,30
856,30,3,0.320152264438,30,17
857,3,31,0.319338614773,17,31
858,31,3,0.319338614773,31,17
859,6,22,0.317705368782,18,26
860,22,6,0.317705368782,26,18
861,7,18,0.316885538214,19,24
862,18,7,0.316885538214,24,19
863,10,15,0.310248497294,20,23
864,15,10,0.310248497294,23,20
865,6,23,0.310248393319,18,27
866,23,6,0.310248393319,27,18
867,11,14,0.306876152454,21,22
868,14,11,0.306876152454,22,21
869,7,19,0.306027206969,19,25
870,19,7,0.306027206969,25,19
871,6,26,0.304322211357,18,28
872,26,6,0.304322211357,28,18
873,6,27,0.300017548915,18,29
874,27,6,0.300017548915,29,18
875,10,18,0.29740504129,20,24
876,18,10,0.29740504129,24,20
877,6,30,0.297404824361,18,30
878,30,6,0.297404824361,30,18
879,7,22,0.296528981796,19,26
880,22,7,0.296528981796,26,19
881,6,31,0.296528764225,18,31
882,31,6,0.296528764225,31,18
883,11,15,0.29210960767,21,23
884,15,11,0.29210960767,23,21
885,14,14,0.290323,22,22
886,7,23,0.2885252177,19,27
887,23,7,0.2885252177,27,19
888,10,19,0.285807567536,20,25
889,19,10,0.285807567536,25,20
890,7,26,0.282143126829,19,28
891,26,7,0.282143126829,28,19
892,11,18,0.278430694078,21,24
893,18,11,0.278430694078,24,21
894,7,27,0.277494622198,19,29
895,27,7,0.277494622198,29,19
896,10,22,0.275613409146,20,26
897,22,10,0.275613409146,26,20
898,14,15,0.27466797097,22,23
899,15,14,0.27466797097,23,22
900,7,30,0.274667736083,19,30
901,30,7,0.274667736083,30,19
902,7,31,0.273718913678,19,31
903,31,7,0.273718913678,31,19
904,10,23,0.266983361851,20,27
905,23,10,0.266983361851,27,20
906,11,19,0.266007252685,21,25
907,19,11,0.266007252685,25,21
908,14,18,0.260073302723,22,24
909,18,14,0.260073302723,24,22
910,10,26,0.260073178688,20,28
911,26,10,0.260073178688,28,20
912,15,15,0.258065,23,23
913,11,22,0.255022830588,21,26
914,22,11,0.255022830588,26,21
915,10,27,0.255022704097,20,29
916,27,10,0.255022704097,29,20
917,10,30,0.251943802267,20,30
918,30,10,0.251943802267,30,20
919,10,31,0.25090906313,20,31
920,31,10,0.25090906313,31,20
921,14,19,0.246727237785,22,25
922,19,14,0.246727237785,25,22
923,11,23,0.245670527994,21,27
924,23,11,0.245670527994,27,21
925,15,18,0.242473035072,23,24
926,18,15,0.242473035072,24,23
927,11,26,0.23814271161,21,28
928,26,11,0.23814271161,28,21
929,14,22,0.234842746333,22,26
930,22,14,0.234842746333,26,22
931,11,27,0.232616578139,21,29
932,27,11,0.232616578139,29,21
933,11,30,0.229236934897,21,30
934,30,11,0.229236934897,30,21
935,15,19,0.228099495425,23,25
936,19,15,0.228099495425,25,23
937,11,31,0.228099212583,21,31
938,31,11,0.228099212583,31,21
939,18,18,0.225807,24,24
940,14,23,0.224651907869,22,27
941,23,14,0.224651907869,27,22
942,14,26,0.216394136882,22,28
943,26,14,0.216394136882,28,22
944,15,22,0.215188674082,23,26
945,22,15,0.215188674082,26,23
946,18,19,0.210297428242,24,25
947,19,18,0.210297428242,25,24
948,14,27,0.210297274849,22,29
949,27,14,0.210297274849,29,22
950,14,30,0.206552762521,22,30
951,30,14,0.206552762521,30,22
952,14,31,0.205289362036,22,31
953,31,14,0.205289362036,31,22
954,15,23,0.204018454207,23,27
955,23,15,0.204018454207,27,23
956,18,22,0.196218740096,24,26
957,22,18,0.196218740096,26,24
958,15,26,0.194888358875,23,28
959,26,15,0.194888358875,28,23
960,19,19,0.193549,25,25
961,15,27,0.188095703718,23,29
962,27,15,0.188095703718,29,23
963,18,23,0.183899859078,24,27
964,23,18,0.183899859078,27,24
965,15,30,0.183899683667,23,30
966,30,15,0.183899683667,30,23
967,15,31,0.182479511488,23,31
968,31,15,0.182479511488,31,23
969,19,22,0.178151623739,25,26
970,22,19,0.178151623739,26,25
971,18,26,0.173715574826,24,28
972,26,18,0.173715574826,28,24
973,18,27,0.166059092702,24,29
974,27,18,0.166059092702,29,24
975,19,23,0.16448515205,25,27
976,23,19,0.16448515205,27,25
977,22,22,0.161291,26,26
978,18,30,0.161290800001,24,30
979,30,18,0.161290800001,30,24
980,18,31,0.159669660941,24,31
981,31,18,0.159669660941,31,24
982,19,26,0.153014077826,25,28
983,26,19,0.153014077826,28,25
984,22,23,0.146055300777,26,27
985,23,22,0.146055300777,27,26
986,19,27,0.144263056064,25,29
987,27,19,0.144263056064,29,25
988,19,30,0.138747717967,25,30
989,30,19,0.138747717967,30,25
990,19,31,0.136859810394,25,31
991,31,19,0.136859810394,31,25
992,22,26,0.133004111414,26,28
993,26,22,0.133004111414,28,26
994,23,23,0.129033,27,27
995,22,27,0.12283572357,26,29
996,27,22,0.12283572357,29,26
997,22,30,0.116308705096,26,30
998,30,22,0.116308705096,30,26
999,23,26,0.114050242687,27,28
1000,26,23,0.114050242687,28,27
1001,22,31,0.114049959847,26,31
1002,31,22,0.114049959847,31,26
1003,23,27,0.102009701445,27,29
1004,27,23,0.102009701445,29,27
1005,26,26,0.096775,28,28
1006,23,30,0.0940482806063,27,30
1007,30,23,0.0940482806063,30,27
1008,23,31,0.0912401092996,27,31
1009,31,23,0.0912401092996,31,27
1010,26,27,0.0822430663156,28,29
1011,27,26,0.0822430663156,29,28
1012,26,30,0.0721319752468,28,30
1013,30,26,0.0721319752468,30,28
1014,26,31,0.068430258753,28,31
1015,31,26,0.068430258753,31,28
1016,27,27,0.064517,29,29
1017,27,30,0.0510053250651,29,30
1018,30,27,0.0510053250651,30,29
1019,27,31,0.0456204082073,29,31
1020,31,27,0.0456204082073,31,29
1021,30,30,0.032259,30,30
1022,30,31,0.0228105576653,30,31
1023,31,30,0.0228105576653,31,30
1024,31,31,1e-06,31,31
