n,objective,rank,value,lower_is_better,strategy_name,handoff_strategy_name,dataset_source,order_hash,order_compact,order_json,teacher_validation_status,completion_status,odb_extraction_status,solver_audit_status,job_name,source_run
12,constrained_reward,10,0.7402597402597403,False,S3R64VNR_N12_B05_n12_anchor_local,S3R64VNR_N12_B05_n12_anchor_local,run66_variable_N_recovery_anchor_batch48,2ba6511276b95246,11-5-9-7-3-1-0-2-4-6-8-10,"[11,5,9,7,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N12_B05_n12_anchor_local,Run66
12,strict_penalty_guard,1,0.8538961038961039,False,S3R74FSD_N12_B02_n12_penalty,S3R74FSD_N12_B02_n12_penalty,run76_final_smallN_diagnostic_batch32,386d1b07eed1cd5a,9-11-7-5-3-1-0-2-4-6-8-10,"[9,11,7,5,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N12_B02_n12_penalty,Run76
12,strict_penalty_guard,2,0.8461038961038962,False,S3R74FSD_N12_B01_n12_penalty,S3R74FSD_N12_B01_n12_penalty,run76_final_smallN_diagnostic_batch32,7e02169f5069d99d,11-7-9-5-3-1-0-2-4-6-8-10,"[11,7,9,5,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N12_B01_n12_penalty,Run76
12,strict_penalty_guard,3,0.8175324675324676,False,S3R69SNR_N12_B16_n12_uncertainty,S3R69SNR_N12_B16_n12_uncertainty,run71_smallN_recovery_focused_batch40,2bda5fb0f837e0b2,11-9-5-7-3-1-0-2-4-6-8-10,"[11,9,5,7,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N12_B16_n12_uncertainty,Run71
12,strict_penalty_guard,4,0.8162337662337662,False,S3R69SNR_N12_B04_n12_diversity,S3R69SNR_N12_B04_n12_diversity,run71_smallN_recovery_focused_batch40,aba4f532c2397564,9-7-11-5-3-1-0-2-4-6-8-10,"[9,7,11,5,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N12_B04_n12_diversity,Run71
12,strict_penalty_guard,5,0.7928571428571429,False,S3R74FSD_N12_B04_n12_reward_bal,S3R74FSD_N12_B04_n12_reward_bal,run76_final_smallN_diagnostic_batch32,b951ef56dcaf8d0c,11-7-5-9-3-1-0-2-4-6-8-10,"[11,7,5,9,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N12_B04_n12_reward_bal,Run76
12,strict_penalty_guard,6,0.753896103896104,False,S3R74FSD_N12_B09_n12_u2_safe,S3R74FSD_N12_B09_n12_u2_safe,run76_final_smallN_diagnostic_batch32,ed513bfc31893b88,11-9-5-3-7-1-0-2-4-6-8-10,"[11,9,5,3,7,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N12_B09_n12_u2_safe,Run76
12,strict_penalty_guard,7,0.7435064935064934,False,S3R74FSD_N12_B05_n12_final_top,S3R74FSD_N12_B05_n12_final_top,run76_final_smallN_diagnostic_batch32,c75d73d24181c03b,9-11-5-7-3-1-0-2-4-6-8-10,"[9,11,5,7,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N12_B05_n12_final_top,Run76
12,strict_penalty_guard,8,0.7305194805194806,False,S3R64VNR_N12_B05_n12_anchor_local,S3R64VNR_N12_B05_n12_anchor_local,run66_variable_N_recovery_anchor_batch48,2ba6511276b95246,11-5-9-7-3-1-0-2-4-6-8-10,"[11,5,9,7,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N12_B05_n12_anchor_local,Run66
12,strict_penalty_guard,9,0.7136363636363636,False,S3R69SNR_N12_B12_n12_recovery_top,S3R69SNR_N12_B12_n12_recovery_top,run71_smallN_recovery_focused_batch40,bbd8e4e8b7d45038,11-5-9-7-3-1-0-4-2-6-8-10,"[11,5,9,7,3,1,0,4,2,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N12_B12_n12_recovery_top,Run71
12,strict_penalty_guard,10,0.7090909090909091,False,S3B20_N12_B02_diversity_top,S3B20_N12_B02_diversity_top,batch20_run14,,,"[1,11,9,7,5,3,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,,,,J2D_S3B20_N12_B02_diversity_top,Run14
12,penalty_repair,1,0.8275974025974026,False,S3R74FSD_N12_B01_n12_penalty,S3R74FSD_N12_B01_n12_penalty,run76_final_smallN_diagnostic_batch32,7e02169f5069d99d,11-7-9-5-3-1-0-2-4-6-8-10,"[11,7,9,5,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N12_B01_n12_penalty,Run76
12,penalty_repair,2,0.8185064935064934,False,S3R74FSD_N12_B02_n12_penalty,S3R74FSD_N12_B02_n12_penalty,run76_final_smallN_diagnostic_batch32,386d1b07eed1cd5a,9-11-7-5-3-1-0-2-4-6-8-10,"[9,11,7,5,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N12_B02_n12_penalty,Run76
12,penalty_repair,3,0.7866883116883117,False,S3R69SNR_N12_B16_n12_uncertainty,S3R69SNR_N12_B16_n12_uncertainty,run71_smallN_recovery_focused_batch40,2bda5fb0f837e0b2,11-9-5-7-3-1-0-2-4-6-8-10,"[11,9,5,7,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N12_B16_n12_uncertainty,Run71
12,penalty_repair,4,0.786038961038961,False,S3R69SNR_N12_B04_n12_diversity,S3R69SNR_N12_B04_n12_diversity,run71_smallN_recovery_focused_batch40,aba4f532c2397564,9-7-11-5-3-1-0-2-4-6-8-10,"[9,7,11,5,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N12_B04_n12_diversity,Run71
12,penalty_repair,5,0.7522727272727272,False,S3R74FSD_N12_B04_n12_reward_bal,S3R74FSD_N12_B04_n12_reward_bal,run76_final_smallN_diagnostic_batch32,b951ef56dcaf8d0c,11-7-5-9-3-1-0-2-4-6-8-10,"[11,7,5,9,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N12_B04_n12_reward_bal,Run76
12,penalty_repair,6,0.7487012987012986,False,S3R69SNR_N12_B15_n12_u2_safe,S3R69SNR_N12_B15_n12_u2_safe,run71_smallN_recovery_focused_batch40,0cdd294bdb18b2f4,9-11-1-7-5-3-2-0-4-6-8-10,"[9,11,1,7,5,3,2,0,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N12_B15_n12_u2_safe,Run71
12,penalty_repair,7,0.7198051948051948,False,S3R69SNR_N12_B12_n12_recovery_top,S3R69SNR_N12_B12_n12_recovery_top,run71_smallN_recovery_focused_batch40,bbd8e4e8b7d45038,11-5-9-7-3-1-0-4-2-6-8-10,"[11,5,9,7,3,1,0,4,2,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N12_B12_n12_recovery_top,Run71
12,penalty_repair,8,0.712012987012987,False,S3R64VNR_N12_B05_n12_anchor_local,S3R64VNR_N12_B05_n12_anchor_local,run66_variable_N_recovery_anchor_batch48,2ba6511276b95246,11-5-9-7-3-1-0-2-4-6-8-10,"[11,5,9,7,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N12_B05_n12_anchor_local,Run66
12,penalty_repair,9,0.7100649350649351,False,S3R74FSD_N12_B05_n12_final_top,S3R74FSD_N12_B05_n12_final_top,run76_final_smallN_diagnostic_batch32,c75d73d24181c03b,9-11-5-7-3-1-0-2-4-6-8-10,"[9,11,5,7,3,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N12_B05_n12_final_top,Run76
12,penalty_repair,10,0.6996753246753247,False,S3R74FSD_N12_B09_n12_u2_safe,S3R74FSD_N12_B09_n12_u2_safe,run76_final_smallN_diagnostic_batch32,ed513bfc31893b88,11-9-5-3-7-1-0-2-4-6-8-10,"[11,9,5,3,7,1,0,2,4,6,8,10]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N12_B09_n12_u2_safe,Run76
16,U2,1,2.926077831943985e-05,True,S3R74FSD_N16_B13_n16_run71_local,S3R74FSD_N16_B13_n16_run71_local,run76_final_smallN_diagnostic_batch32,cb0a72a06b7d08c9,14-12-8-4-6-10-2-0-1-3-5-7-9-11-13-15,"[14,12,8,4,6,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B13_n16_run71_local,Run76
16,U2,2,3.467050373728853e-05,True,S3R69SNR_N16_B09_n16_recovery_top,S3R69SNR_N16_B09_n16_recovery_top,run71_smallN_recovery_focused_batch40,fddaa8419eb1b748,8-6-4-14-12-10-2-0-1-3-7-5-9-11-13-15,"[8,6,4,14,12,10,2,0,1,3,7,5,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B09_n16_recovery_top,Run71
16,U2,3,3.4737099667836446e-05,True,S3R74FSD_N16_B03_n16_reward_bal,S3R74FSD_N16_B03_n16_reward_bal,run76_final_smallN_diagnostic_batch32,543b47f89dc534e4,14-12-10-8-6-4-2-0-1-3-5-7-9-11-13-15,"[14,12,10,8,6,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B03_n16_reward_bal,Run76
16,U2,4,3.502699360069528e-05,True,S3R74FSD_N16_B01_n16_penalty,S3R74FSD_N16_B01_n16_penalty,run76_final_smallN_diagnostic_batch32,5e0129a21f85cd34,14-6-10-12-8-4-2-0-1-3-5-7-9-11-13-15,"[14,6,10,12,8,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B01_n16_penalty,Run76
16,U2,5,3.5666283110913355e-05,True,S3R64VNR_N16_B06_n16_anchor_top,S3R64VNR_N16_B06_n16_anchor_top,run66_variable_N_recovery_anchor_batch48,d1119557bb11b290,8-6-4-2-14-12-10-0-1-3-5-7-9-11-13-15,"[8,6,4,2,14,12,10,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N16_B06_n16_anchor_top,Run66
16,U2,6,3.5760519494942855e-05,True,S3R69SNR_N16_B04_n16_diversity,S3R69SNR_N16_B04_n16_diversity,run71_smallN_recovery_focused_batch40,5aea454c9e63e54c,8-6-4-14-12-10-2-0-1-3-5-7-9-11-15-13,"[8,6,4,14,12,10,2,0,1,3,5,7,9,11,15,13]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B04_n16_diversity,Run71
16,U2,7,3.600601939979242e-05,True,S3R69SNR_N16_B03_n16_run66_local,S3R69SNR_N16_B03_n16_run66_local,run71_smallN_recovery_focused_batch40,3875686765b6f898,14-4-6-8-12-10-2-0-1-3-5-7-9-11-13-15,"[14,4,6,8,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B03_n16_run66_local,Run71
16,U2,8,3.7295596030162415e-05,True,S3R74FSD_N16_B06_n16_final_top,S3R74FSD_N16_B06_n16_final_top,run76_final_smallN_diagnostic_batch32,b459805c4b47a188,14-6-4-8-10-12-2-0-1-3-5-7-9-11-13-15,"[14,6,4,8,10,12,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B06_n16_final_top,Run76
16,U2,9,3.836012751889939e-05,True,S3R69SNR_N16_B02_n16_run66_local,S3R69SNR_N16_B02_n16_run66_local,run71_smallN_recovery_focused_batch40,cb223dd51a1ad19f,14-6-4-8-12-10-2-0-1-3-5-7-9-11-13-15,"[14,6,4,8,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B02_n16_run66_local,Run71
16,U2,10,3.8387926906580105e-05,True,S3R69SNR_N16_B14_n16_u2_safe,S3R69SNR_N16_B14_n16_u2_safe,run71_smallN_recovery_focused_batch40,2560f6743bb87472,8-6-2-4-14-12-10-0-1-3-5-7-9-11-13-15,"[8,6,2,4,14,12,10,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B14_n16_u2_safe,Run71
16,PEEQ,1,0.1457871496677398,True,S3R74FSD_N16_B01_n16_penalty,S3R74FSD_N16_B01_n16_penalty,run76_final_smallN_diagnostic_batch32,5e0129a21f85cd34,14-6-10-12-8-4-2-0-1-3-5-7-9-11-13-15,"[14,6,10,12,8,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B01_n16_penalty,Run76
16,PEEQ,2,0.1472253948450088,True,S3R69SNR_N16_B16_n16_uncertainty,S3R69SNR_N16_B16_n16_uncertainty,run71_smallN_recovery_focused_batch40,cac603eae21fc23f,8-6-4-12-14-10-2-0-1-3-5-7-9-11-13-15,"[8,6,4,12,14,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B16_n16_uncertainty,Run71
16,PEEQ,3,0.1477783918380737,True,S3R64VNR_N16_B02_n16_penalty,S3R64VNR_N16_B02_n16_penalty,run66_variable_N_recovery_anchor_batch48,4b32b0c92d424de1,0-2-4-6-8-12-14-10-7-5-3-1-9-11-13-15,"[0,2,4,6,8,12,14,10,7,5,3,1,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N16_B02_n16_penalty,Run66
16,PEEQ,4,0.1477939337491989,True,S3R69SNR_N16_B05_n16_penalty,S3R69SNR_N16_B05_n16_penalty,run71_smallN_recovery_focused_batch40,cc4d67e1e5ec43e9,8-10-6-14-12-4-2-0-1-3-5-7-9-11-13-15,"[8,10,6,14,12,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B05_n16_penalty,Run71
16,PEEQ,5,0.1480086147785186,True,S3R64VNR_N16_B08_n16_anchor_top,S3R64VNR_N16_B08_n16_anchor_top,run66_variable_N_recovery_anchor_batch48,2755bf302a015d7b,10-6-4-2-14-12-8-0-1-3-5-7-9-11-13-15,"[10,6,4,2,14,12,8,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N16_B08_n16_anchor_top,Run66
16,PEEQ,6,0.1481634676456451,True,S3R74FSD_N16_B07_n16_final_top,S3R74FSD_N16_B07_n16_final_top,run76_final_smallN_diagnostic_batch32,27fd6ded94108562,12-10-4-8-14-6-2-0-1-3-5-7-9-11-13-15,"[12,10,4,8,14,6,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B07_n16_final_top,Run76
16,PEEQ,7,0.1483918279409408,True,S3R69SNR_N16_B12_n16_recovery_top,S3R69SNR_N16_B12_n16_recovery_top,run71_smallN_recovery_focused_batch40,bb779f485a46041c,4-6-8-12-14-10-2-0-1-3-5-7-9-11-13-15,"[4,6,8,12,14,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B12_n16_recovery_top,Run71
16,PEEQ,8,0.1484406590461731,True,S3R74FSD_N16_B14_n16_run71_local,S3R74FSD_N16_B14_n16_run71_local,run76_final_smallN_diagnostic_batch32,61430aece28016e5,14-10-4-8-12-6-2-0-1-3-5-7-9-11-13-15,"[14,10,4,8,12,6,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B14_n16_run71_local,Run76
16,PEEQ,9,0.148825317621231,True,S3R69SNR_N16_B15_n16_u2_safe,S3R69SNR_N16_B15_n16_u2_safe,run71_smallN_recovery_focused_batch40,e65f19f9bc0a9b62,8-6-4-2-12-14-10-0-1-3-5-7-9-11-13-15,"[8,6,4,2,12,14,10,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B15_n16_u2_safe,Run71
16,PEEQ,10,0.1488713473081588,True,S3R69SNR_N16_B11_n16_recovery_top,S3R69SNR_N16_B11_n16_recovery_top,run71_smallN_recovery_focused_batch40,882426842e8b3d2a,10-6-4-2-12-8-14-0-1-3-5-7-9-11-13-15,"[10,6,4,2,12,8,14,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B11_n16_recovery_top,Run71
16,SurfaceT,1,580887040.0,True,S3R74FSD_N16_B03_n16_reward_bal,S3R74FSD_N16_B03_n16_reward_bal,run76_final_smallN_diagnostic_batch32,543b47f89dc534e4,14-12-10-8-6-4-2-0-1-3-5-7-9-11-13-15,"[14,12,10,8,6,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B03_n16_reward_bal,Run76
16,SurfaceT,2,580893440.0,True,S3R69SNR_N16_B08_n16_reward_bal,S3R69SNR_N16_B08_n16_reward_bal,run71_smallN_recovery_focused_batch40,9f2affc6293807d3,8-6-14-10-12-4-2-0-1-3-5-7-9-11-13-15,"[8,6,14,10,12,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B08_n16_reward_bal,Run71
16,SurfaceT,3,580899648.0,True,N16_A09_center_edge_alternating,,probe60_run08,,,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",PASS_ODB_EXTRACTED,,,,J2D_N16_N16_A09_center_edge_alternating,Run08
16,SurfaceT,4,580903232.0,True,S3R74FSD_N16_B13_n16_run71_local,S3R74FSD_N16_B13_n16_run71_local,run76_final_smallN_diagnostic_batch32,cb0a72a06b7d08c9,14-12-8-4-6-10-2-0-1-3-5-7-9-11-13-15,"[14,12,8,4,6,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B13_n16_run71_local,Run76
16,SurfaceT,5,580903872.0,True,S3R74FSD_N16_B01_n16_penalty,S3R74FSD_N16_B01_n16_penalty,run76_final_smallN_diagnostic_batch32,5e0129a21f85cd34,14-6-10-12-8-4-2-0-1-3-5-7-9-11-13-15,"[14,6,10,12,8,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B01_n16_penalty,Run76
16,SurfaceT,6,580908480.0,True,S3R74FSD_N16_B14_n16_run71_local,S3R74FSD_N16_B14_n16_run71_local,run76_final_smallN_diagnostic_batch32,61430aece28016e5,14-10-4-8-12-6-2-0-1-3-5-7-9-11-13-15,"[14,10,4,8,12,6,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B14_n16_run71_local,Run76
16,SurfaceT,7,580909184.0,True,S3R69SNR_N16_B05_n16_penalty,S3R69SNR_N16_B05_n16_penalty,run71_smallN_recovery_focused_batch40,cc4d67e1e5ec43e9,8-10-6-14-12-4-2-0-1-3-5-7-9-11-13-15,"[8,10,6,14,12,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B05_n16_penalty,Run71
16,SurfaceT,8,580912128.0,True,S3R74FSD_N16_B07_n16_final_top,S3R74FSD_N16_B07_n16_final_top,run76_final_smallN_diagnostic_batch32,27fd6ded94108562,12-10-4-8-14-6-2-0-1-3-5-7-9-11-13-15,"[12,10,4,8,14,6,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B07_n16_final_top,Run76
16,SurfaceT,9,580914432.0,True,S3R74FSD_N16_B10_n16_u2_safe,S3R74FSD_N16_B10_n16_u2_safe,run76_final_smallN_diagnostic_batch32,b7083558d9854aeb,8-6-10-14-12-4-2-0-1-3-7-5-9-11-13-15,"[8,6,10,14,12,4,2,0,1,3,7,5,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B10_n16_u2_safe,Run76
