strategy_name,n,order_hash,duplicate_within_selected,duplicate_vs_combined552_v01_v02K2_v03,order_compact
PPOFINAL_N40_B168_quality,40,f322f2bc37a98819,False,False,"11,3,1,15,31,21,23,29,39,33,17,5,27,37,35,19,25,13,9,7,0,20,24,36,30,22,38,34,32,28,26,4,6,18,14,12,16,8,2,10"
PPOFINAL_N40_B169_quality,40,4e1263aaad58d90a,False,False,"11,1,3,15,17,21,23,37,19,31,39,29,25,33,27,35,9,7,0,5,13,24,22,20,38,36,34,32,30,26,6,28,18,12,16,14,4,8,10,2"
PPOFINAL_N40_B170_quality,40,4c92eb7f2b49750b,False,False,"11,1,3,15,21,23,25,31,37,13,17,27,35,29,39,33,19,5,0,9,7,32,30,20,28,24,22,34,36,26,38,12,6,2,8,4,10,16,18,14"
PPOFINAL_N40_B171_quality,40,0927ef6e1766632e,False,False,"11,1,3,15,21,37,23,31,35,39,33,27,29,17,19,13,25,7,5,0,9,20,26,38,22,32,30,24,36,28,34,10,6,18,14,16,8,4,2,12"
PPOFINAL_N40_B172_quality,40,970a10067d003fe4,False,False,"11,3,1,15,23,25,21,33,39,31,27,37,29,35,19,17,13,9,24,5,0,7,20,36,34,38,22,30,32,28,26,18,16,6,4,8,14,12,10,2"
PPOFINAL_N40_B173_diversity,40,9b0687163d0791ce,False,False,"37,35,29,20,24,26,30,25,23,17,19,13,11,9,7,5,3,1,4,8,2,0,6,10,14,16,18,12,15,21,22,28,38,36,34,32,27,31,33,39"
PPOFINAL_N40_B174_diversity,40,f73ead5369df6a34,False,False,"11,15,3,1,23,9,21,37,31,25,35,33,17,27,39,29,13,7,0,5,19,34,38,32,28,20,30,24,18,36,26,4,6,22,14,16,8,10,12,2"
PPOFINAL_N40_B175_diversity,40,90be9a2193fe4791,False,False,"11,29,1,3,15,23,21,31,33,39,25,27,37,19,35,13,17,5,0,7,20,9,34,24,30,36,22,38,32,28,26,6,4,8,18,16,14,10,2,12"
PPOFINAL_N40_B176_diversity,40,c96e1f5dc2354af0,False,False,"11,1,3,15,23,21,19,25,27,33,31,37,35,39,13,29,5,7,0,17,20,9,36,32,16,24,22,30,34,38,28,26,2,4,6,8,14,18,12,10"
PPOFINAL_N40_B177_diversity,40,a8e991ca972d20bb,False,False,"11,3,1,15,27,37,21,29,35,23,31,39,17,24,33,25,38,13,5,19,7,0,9,20,22,34,32,28,26,30,36,6,4,18,10,8,16,14,12,2"
PPOFINAL_N40_B178_diversity,40,3f14ea35f15a3b84,False,False,"11,3,1,27,15,37,33,21,25,23,35,31,29,39,19,9,7,0,13,17,5,6,24,38,22,34,36,26,20,28,32,30,12,4,8,16,18,14,10,2"
PPOFINAL_N40_B179_diversity,40,1684aa149d321522,False,False,"37,29,35,24,20,30,26,25,23,19,13,11,9,5,1,3,7,4,2,0,6,10,8,12,14,18,16,15,17,21,22,28,32,38,36,34,31,27,33,39"
PPOFINAL_N40_B180_diversity,40,a8ce7c8bbddd45fa,False,False,"11,15,27,1,3,37,21,31,25,23,29,19,39,35,33,17,9,5,0,7,13,20,34,36,24,30,38,28,32,22,26,18,6,4,8,10,16,14,12,2"
PPOFINAL_N40_B181_diversity,40,e3431db23a184d36,False,False,"11,15,1,3,25,23,21,17,9,35,31,27,39,33,37,19,29,13,7,0,5,24,20,22,32,30,36,28,38,34,26,4,6,18,10,2,8,12,16,14"
PPOFINAL_N40_B182_diversity,40,9a9c393ac14717c2,False,False,"11,1,15,3,21,23,27,25,17,39,33,31,37,35,24,29,13,19,9,0,7,5,26,20,28,32,36,30,34,22,38,2,6,4,10,8,16,18,14,12"
PPOFINAL_N40_B183_diversity,40,de023060e31bde5b,False,False,"11,1,3,15,35,23,21,37,39,25,31,19,33,27,29,17,9,0,6,13,20,7,5,32,30,34,36,38,24,26,22,28,2,10,16,18,14,4,8,12"
PPOFINAL_N40_B184_diversity,40,bbee4769741c7b36,False,False,"11,1,3,35,15,31,21,23,25,39,37,27,19,17,29,33,13,24,38,5,0,7,9,20,30,34,36,32,26,22,28,14,6,12,4,16,18,10,2,8"
PPOFINAL_N40_B185_diversity,40,a9683d7b936e665f,False,False,"11,23,3,1,15,39,21,31,37,17,7,13,19,35,29,27,25,33,9,0,5,34,32,20,24,28,22,38,30,36,26,4,6,2,8,18,16,10,14,12"
PPOFINAL_N40_B186_diversity,40,aa4779b84ca708dc,False,False,"1,11,3,15,21,39,37,31,19,23,29,25,35,17,27,33,13,5,0,32,20,7,26,9,24,30,36,38,28,22,34,6,4,10,2,8,16,18,14,12"
PPOFINAL_N40_B187_diversity,40,906a83809c633623,False,False,"1,11,3,37,15,23,39,21,31,29,17,27,19,25,35,33,13,5,9,7,0,24,22,28,34,30,32,20,36,38,26,18,4,6,8,10,14,12,16,2"
PPOFINAL_N40_B188_diversity,40,dbbb2f25880acebf,False,False,"11,15,1,3,21,9,25,31,23,39,27,17,29,37,35,33,13,5,0,19,7,34,28,32,38,30,24,20,36,26,6,4,2,14,22,18,16,10,8,12"
PPOFINAL_N40_B189_diversity,40,bfcdaf40779bc25e,False,False,"11,15,1,3,37,21,23,35,39,17,29,33,31,27,25,36,19,5,9,0,13,7,30,20,32,24,26,22,34,38,28,10,4,6,2,8,16,14,18,12"
PPOFINAL_N40_B190_diversity,40,09e52e11fadfbc9f,False,False,"11,1,3,21,15,23,29,37,17,25,33,39,31,35,19,27,7,5,0,30,13,9,24,32,22,26,20,36,34,28,38,14,18,6,4,10,8,12,16,2"
PPOFINAL_N40_B191_diversity,40,082738543363121c,False,False,"11,1,3,21,15,27,33,23,35,37,31,39,5,29,25,19,9,17,13,7,0,34,30,20,24,36,28,22,38,26,32,6,4,10,14,18,16,12,8,2"
PPOFINAL_N40_B192_diversity,40,df0cce01fb05e68a,False,False,"11,3,1,21,15,17,31,23,13,25,37,39,19,29,27,35,33,9,0,7,38,5,20,32,34,24,22,26,30,36,28,18,16,14,6,4,2,8,10,12"
PPOFINAL_N40_B193_efficiency,40,a8a22ffaeda68c9d,False,False,"37,35,29,30,24,20,26,25,23,19,17,13,11,9,7,5,1,3,0,2,4,6,8,10,12,14,16,18,15,21,22,28,34,38,36,32,27,31,33,39"
PPOFINAL_N40_B194_efficiency,40,8413cd4573da04f1,False,False,"37,35,29,30,20,24,26,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,10,8,12,16,18,14,15,21,22,28,34,32,38,36,39,33,31,27"
PPOFINAL_N40_B195_efficiency,40,3dc5ad95c6cc67eb,False,False,"37,35,29,30,24,20,26,25,23,19,17,13,11,9,7,5,1,3,0,2,4,6,8,10,12,14,16,18,15,21,22,28,38,36,34,32,31,27,33,39"
PPOFINAL_N40_B196_efficiency,40,ea6c812ad2554bc6,False,False,"37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,1,3,0,2,4,6,8,10,12,16,18,14,15,21,22,28,32,34,38,36,39,33,31,27"
PPOFINAL_N40_B197_efficiency,40,bdeac73b1ae444bb,False,False,"37,35,29,26,24,20,30,25,23,19,17,13,11,9,7,3,5,1,0,2,4,6,8,10,14,12,15,18,16,21,22,28,32,34,38,36,39,33,31,27"
PPOFINAL_N40_B198_efficiency,40,04913d6b96ab9338,False,False,"37,35,29,30,24,20,26,25,23,19,17,13,11,9,7,5,3,1,0,2,6,4,8,10,12,18,16,14,15,21,22,28,34,38,36,32,27,31,33,39"
PPOFINAL_N40_B199_efficiency,40,626db577a340316a,False,False,"37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,12,14,16,18,15,21,22,28,32,36,38,34,31,27,33,39"
PPOFINAL_N40_B200_efficiency,40,347c091c8b052259,False,False,"35,37,29,30,24,20,26,25,23,19,17,13,11,9,7,5,3,1,0,4,2,6,8,10,12,14,16,18,15,21,22,28,32,38,36,34,27,31,33,39"
PPOFINAL_N40_B201_efficiency,40,b780000a1ba9b7dc,False,False,"37,35,29,24,20,30,26,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,18,12,15,21,22,28,32,34,36,38,39,33,27,31"
PPOFINAL_N40_B202_efficiency,40,c75892e6e38ddcbd,False,False,"37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,12,14,18,16,15,21,22,28,32,34,38,36,27,31,33,39"
PPOFINAL_N40_B203_efficiency,40,08cd7f488add7396,False,False,"35,37,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,10,8,12,14,15,16,18,21,22,28,34,36,38,32,27,31,33,39"
PPOFINAL_N40_B204_efficiency,40,e2cd9551517ac39c,False,False,"37,35,29,30,24,20,26,23,25,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,16,15,12,18,21,22,28,38,36,34,32,27,31,33,39"
PPOFINAL_N40_B205_efficiency,40,38f83e387af153aa,False,False,"37,35,29,24,20,26,30,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,12,10,14,16,18,15,21,22,28,32,34,38,36,39,33,27,31"
PPOFINAL_N40_B206_efficiency,40,51e1a23a6e964fd1,False,False,"37,35,29,24,20,26,30,25,23,19,17,13,11,9,7,5,3,1,2,0,4,6,10,8,12,18,16,14,15,21,22,28,32,34,38,36,39,33,31,27"
PPOFINAL_N40_B207_efficiency,40,98342671de2d0135,False,False,"37,35,29,24,20,26,30,25,23,19,17,13,11,9,7,5,1,3,0,2,4,6,8,10,12,14,16,18,15,21,22,28,34,32,38,36,39,33,31,27"
PPOFINAL_N40_B208_efficiency,40,781e2f2bede18840,False,False,"37,35,29,30,20,24,26,23,25,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,12,16,18,14,15,21,22,28,38,36,34,32,31,27,33,39"
PPOFINAL_N40_B209_novelty,40,27cb0000fbc1b74b,False,False,"11,1,3,21,15,33,35,37,27,39,23,31,19,29,25,13,9,5,0,17,7,20,30,38,34,24,32,36,28,22,6,26,16,18,14,4,8,10,12,2"
PPOFINAL_N40_B210_novelty,40,adeec26328e75899,False,False,"11,1,3,15,21,29,23,37,27,39,31,35,33,25,9,17,5,7,0,13,19,30,34,32,24,20,36,28,38,22,26,18,14,6,16,12,4,8,2,10"
PPOFINAL_N40_B211_novelty,40,c9d025342ba504e5,False,False,"11,3,1,15,21,25,23,37,29,17,35,39,27,31,19,5,0,33,13,7,9,20,34,32,28,36,24,38,30,22,26,14,6,4,10,12,18,16,8,2"
PPOFINAL_N40_B212_novelty,40,97b6240aa13fe80d,False,False,"11,1,3,37,15,39,21,33,5,9,35,19,31,23,27,29,13,7,25,17,38,0,32,24,30,36,28,34,20,6,26,22,14,4,8,12,18,16,10,2"
PPOFINAL_N40_B213_novelty,40,b1c7b79f09ff2710,False,False,"11,15,1,3,21,23,29,31,37,7,25,27,30,39,35,17,13,19,5,33,9,24,34,32,0,26,38,36,4,6,20,28,22,12,18,14,2,16,8,10"
PPOFINAL_N40_B214_novelty,40,ef87bea1b4115be5,False,False,"13,9,30,37,29,35,26,8,23,5,3,1,7,17,19,21,20,11,0,12,2,4,15,10,6,24,36,25,14,22,32,16,18,33,34,38,39,28,27,31"
PPOFINAL_N40_B215_novelty,40,84e9c651accee6b7,False,False,"11,3,1,15,17,21,23,39,35,25,31,27,29,33,37,13,26,19,5,9,0,7,38,36,32,20,24,34,28,30,22,18,6,4,8,16,14,12,10,2"
PPOFINAL_N40_B216_novelty,40,ae120d6c76cdaa09,False,False,"11,1,3,23,15,21,39,31,29,37,27,35,9,19,17,25,33,5,0,7,13,20,32,36,38,24,22,28,34,30,26,18,14,6,4,2,16,10,12,8"
PPOFINAL_N40_B217_baseline_proximity,40,51187e4ada212772,False,False,"37,29,35,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,14,10,0,2,4,6,8,12,18,16,15,21,28,22,32,34,38,36,39,33,27,31"
PPOFINAL_N40_B218_baseline_proximity,40,57e308b3c37c304d,False,False,"37,35,26,29,4,13,8,11,1,5,23,30,14,10,3,2,12,6,7,17,19,9,0,24,22,20,25,33,18,16,15,21,32,27,34,38,36,39,28,31"
PPOFINAL_N40_B219_baseline_proximity,40,6107b52ea867121d,False,False,"26,1,2,6,4,8,18,0,32,15,3,28,7,14,9,30,10,16,27,12,17,21,23,22,36,25,24,20,31,19,11,34,13,33,38,5,39,37,29,35"
PPOFINAL_N40_B220_baseline_proximity,40,717bf586cbdb33e5,False,False,"37,35,29,20,24,26,30,25,23,19,17,13,11,9,7,5,1,3,8,10,0,2,4,6,14,16,12,18,15,21,22,28,34,38,36,32,31,27,33,39"
PPOFINAL_N40_B221_baseline_proximity,40,481d5322f8532542,False,False,"37,35,29,24,20,26,30,23,25,19,17,13,11,9,6,5,1,3,7,10,0,2,4,8,16,18,12,14,15,21,22,28,32,34,38,36,27,31,33,39"
PPOFINAL_N40_B222_baseline_proximity,40,0ffedc6e85c091cd,False,False,"37,35,29,24,20,30,26,25,23,19,17,13,11,9,1,5,7,3,6,8,0,2,4,10,16,18,12,14,15,21,22,28,34,38,36,32,33,27,31,39"
PPOFINAL_N40_B223_baseline_proximity,40,a19f41acd8bfa5b8,False,False,"37,35,29,26,30,24,20,25,23,19,17,11,13,9,7,5,1,3,10,0,4,2,8,6,16,18,12,14,15,21,28,22,32,34,38,36,31,27,33,39"
PPOFINAL_N40_B224_baseline_proximity,40,c3ba8793a4b7ac4d,False,False,"37,35,29,24,20,26,30,25,23,19,13,11,9,17,6,7,5,3,1,4,0,2,8,10,16,18,12,14,15,21,28,22,34,38,36,32,27,31,33,39"
